classification	n	maf	population_relative_gap	true_angle_deg	replicates	expected_n0	expected_n1	expected_n2	group_count_pass_rate	gap_pass_rate	joint_estimable_rate	joint_estimable_ci_low	joint_estimable_ci_high	null_reference_95	null_exceedance_rate	null_exceedance_ci_low	null_exceedance_ci_high	estimated_angle_q10_deg	estimated_angle_median_deg	estimated_angle_q90_deg	fitted_gap_q10	fitted_gap_median	fitted_gap_q90
EXPLORATORY_NON_EVIDENCE	500	0.2	0.05	30.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.75	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	63.22304524351456	76.25504674907815	84.5955884798843	0.08234294345545054	0.20287024639612194	0.2428373866404635
EXPLORATORY_NON_EVIDENCE	500	0.2	0.1	0.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	59.01494122572551	71.44106984825581	86.71076262775954	0.09675199285118101	0.1684654278717069	0.29304220152352695
EXPLORATORY_NON_EVIDENCE	500	0.2	0.1	5.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	58.56832409733193	71.28954974825503	85.9246614349038	0.094111206032117	0.1801672040383183	0.29130911626580297
EXPLORATORY_NON_EVIDENCE	500	0.2	0.1	10.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	58.13298586250618	70.7069147638149	85.45039435606995	0.091493995761197	0.18309793830892357	0.2909463209873017
EXPLORATORY_NON_EVIDENCE	500	0.2	0.1	20.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	57.195123026260184	69.7803952104194	85.14520295116705	0.08745957251316379	0.17809737372252332	0.2906180196840505
EXPLORATORY_NON_EVIDENCE	500	0.2	0.1	30.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	56.19228023645999	69.67094492888776	85.43144044608866	0.08959919959428049	0.17442251604274603	0.29060927391862934
EXPLORATORY_NON_EVIDENCE	500	0.2	0.2	0.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.5833333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	52.9618071642182	72.83961734065565	89.06014339475836	0.06555072845469152	0.16586529746594036	0.29296692100054345
EXPLORATORY_NON_EVIDENCE	500	0.2	0.2	5.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.6666666666666666	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	54.5929292159487	72.86116888941044	88.96490788042712	0.07889675588138055	0.15521764849005895	0.2863135894512534
EXPLORATORY_NON_EVIDENCE	500	0.2	0.2	10.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.6666666666666666	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	56.304526675923796	72.88423230358529	88.91626368213537	0.0816204712626776	0.13874010008593385	0.2794338720737936
EXPLORATORY_NON_EVIDENCE	500	0.2	0.2	20.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.75	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	59.43062683576448	72.92306068955497	88.95777625723669	0.08531605442293501	0.13399219282130476	0.2659117426221387
EXPLORATORY_NON_EVIDENCE	500	0.2	0.2	30.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.5833333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	60.433069135566505	72.93778235339613	89.49928708892234	0.07838829341523457	0.15321592099088324	0.25412011780642146
